age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
63,retired,married,secondary,no,415,yes,no,cellular,7,oct,323,1,-1,0,unknown,no
47,technician,married,primary,no,187,yes,no,unknown,9,may,165,1,-1,0,unknown,no
51,unemployed,married,tertiary,no,1634,yes,no,cellular,22,jul,168,4,-1,0,unknown,no
39,technician,married,secondary,no,147,yes,no,cellular,6,may,151,2,-1,0,unknown,no
53,services,divorced,unknown,no,1012,yes,no,cellular,28,jul,332,2,-1,0,unknown,no
59,management,married,primary,no,2358,yes,no,cellular,17,apr,30,1,-1,0,unknown,no
48,blue-collar,married,primary,no,1678,no,no,cellular,28,jan,263,2,-1,0,unknown,no
31,unknown,divorced,tertiary,no,137,no,no,cellular,22,aug,385,9,-1,0,unknown,no
42,unemployed,married,secondary,no,8131,yes,no,unknown,30,may,69,1,-1,0,unknown,no
55,management,married,tertiary,no,236,no,no,cellular,4,aug,200,1,-1,0,unknown,no
28,technician,single,tertiary,no,0,yes,no,unknown,4,jun,205,6,-1,0,unknown,no
29,services,single,secondary,no,192,no,no,cellular,30,jan,327,4,-1,0,unknown,no
34,admin.,single,secondary,no,6979,yes,no,cellular,15,may,14,5,-1,0,unknown,no
54,blue-collar,married,unknown,no,191,no,no,cellular,4,aug,753,2,-1,0,unknown,no
46,management,single,primary,no,538,no,no,unknown,17,jun,118,3,-1,0,unknown,no
46,blue-collar,married,secondary,no,519,yes,no,cellular,25,aug,217,6,-1,0,unknown,no
33,technician,single,secondary,no,716,yes,no,cellular,14,may,234,2,-1,0,unknown,no
28,management,single,tertiary,no,2380,no,no,cellular,14,sep,394,2,-1,0,unknown,no
26,technician,married,secondary,no,18,yes,yes,cellular,5,may,138,1,-1,0,unknown,no
28,technician,divorced,tertiary,no,594,yes,yes,unknown,18,jun,54,3,-1,0,unknown,no
59,retired,married,secondary,no,1173,no,no,unknown,9,jun,77,2,-1,0,unknown,no
47,technician,married,secondary,no,599,yes,no,cellular,13,aug,99,3,-1,0,unknown,no
39,blue-collar,married,secondary,no,1439,yes,no,telephone,28,jul,73,6,-1,0,unknown,no
41,blue-collar,married,secondary,no,4900,yes,no,telephone,31,jul,121,2,-1,0,unknown,no
34,admin.,married,secondary,no,475,yes,no,unknown,7,may,559,1,-1,0,unknown,no
45,technician,divorced,secondary,no,809,yes,no,cellular,13,may,155,2,363,4,failure,no
32,blue-collar,married,secondary,no,1787,yes,no,cellular,12,may,87,4,357,4,failure,no
26,services,single,secondary,no,256,yes,no,cellular,4,may,101,2,-1,0,unknown,no
23,student,single,secondary,no,8494,no,no,cellular,25,aug,158,2,-1,0,unknown,no
30,admin.,single,secondary,no,127,yes,no,cellular,18,may,16,6,368,1,other,no
57,housemaid,married,primary,no,7082,no,no,unknown,6,jun,69,3,-1,0,unknown,no
49,management,married,tertiary,no,1430,no,no,cellular,18,nov,231,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,-67,no,no,cellular,2,feb,157,1,-1,0,unknown,no
33,blue-collar,single,primary,no,1,yes,no,cellular,20,apr,257,1,-1,0,unknown,no
45,admin.,married,unknown,no,2033,no,no,cellular,30,nov,123,1,186,4,failure,no
28,services,single,secondary,no,229,yes,no,unknown,9,may,322,1,-1,0,unknown,no
73,retired,married,secondary,no,19,no,no,cellular,5,nov,509,2,-1,0,unknown,no
32,management,single,tertiary,no,3616,no,no,cellular,14,aug,165,2,-1,0,unknown,no
38,technician,married,secondary,no,4030,yes,no,cellular,19,nov,75,2,177,5,failure,no
42,technician,single,tertiary,no,-411,yes,no,cellular,12,may,78,5,292,3,failure,no
32,blue-collar,single,secondary,no,2,no,no,unknown,9,may,144,2,-1,0,unknown,no
33,services,married,primary,no,0,yes,no,cellular,18,jul,351,2,-1,0,unknown,no
33,blue-collar,single,secondary,no,142,yes,no,cellular,14,may,123,1,360,3,other,no
49,technician,married,secondary,no,4667,yes,no,unknown,19,may,130,2,-1,0,unknown,no
26,management,single,tertiary,no,-8,no,no,cellular,13,aug,402,2,-1,0,unknown,no
43,blue-collar,married,primary,no,7343,yes,no,unknown,2,jun,217,4,-1,0,unknown,no
26,blue-collar,single,secondary,no,-32,yes,yes,cellular,31,jul,14,6,-1,0,unknown,no
34,management,married,tertiary,no,-73,yes,no,cellular,11,jul,90,1,-1,0,unknown,no
40,technician,married,secondary,no,169,yes,no,cellular,18,aug,43,4,-1,0,unknown,no
32,technician,single,tertiary,no,1059,yes,no,cellular,17,apr,115,1,-1,0,unknown,no
50,blue-collar,married,secondary,no,253,yes,yes,cellular,5,may,475,2,-1,0,unknown,no
31,technician,single,unknown,no,694,yes,no,unknown,6,jun,431,2,-1,0,unknown,no
58,management,married,secondary,no,37,no,no,cellular,18,aug,84,11,-1,0,unknown,no
42,blue-collar,divorced,secondary,no,1491,yes,no,cellular,6,may,203,2,334,2,failure,no
50,technician,married,secondary,no,2497,yes,no,cellular,21,nov,35,1,176,1,failure,no
31,unemployed,single,secondary,no,315,no,no,cellular,30,jan,130,1,2,1,other,no
50,technician,married,secondary,no,0,no,no,cellular,7,jul,152,2,-1,0,unknown,no
56,retired,married,primary,no,1906,no,yes,unknown,19,jun,45,9,-1,0,unknown,no
57,admin.,married,tertiary,no,46,no,no,cellular,7,aug,238,2,-1,0,unknown,no
37,management,divorced,tertiary,no,0,yes,no,cellular,11,may,217,6,-1,0,unknown,no
47,technician,divorced,tertiary,no,477,yes,no,telephone,7,may,973,1,366,1,failure,no
51,blue-collar,married,primary,no,844,yes,no,unknown,29,may,184,3,-1,0,unknown,no
49,blue-collar,married,secondary,no,322,no,no,cellular,14,aug,356,2,-1,0,unknown,no
23,admin.,single,secondary,no,5,no,no,unknown,12,may,413,1,-1,0,unknown,no
55,housemaid,married,secondary,no,139,no,no,cellular,22,aug,256,2,-1,0,unknown,no
46,technician,married,secondary,no,966,yes,yes,cellular,19,aug,40,2,-1,0,unknown,no
60,admin.,married,secondary,no,2552,no,yes,cellular,30,jan,255,2,2,4,other,no
57,housemaid,married,primary,no,501,yes,yes,cellular,7,aug,59,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,-63,yes,no,unknown,30,may,198,1,-1,0,unknown,no
64,housemaid,married,primary,no,768,no,no,cellular,15,jul,250,2,182,1,success,no
38,housemaid,married,secondary,no,-278,yes,no,cellular,28,jul,143,2,-1,0,unknown,no
43,unemployed,married,secondary,no,3529,no,no,cellular,5,feb,169,2,-1,0,unknown,no
41,admin.,divorced,secondary,no,-365,yes,no,unknown,28,may,226,10,-1,0,unknown,no
51,blue-collar,married,primary,no,5050,no,yes,unknown,16,jun,75,7,-1,0,unknown,no
31,admin.,married,secondary,no,0,yes,no,unknown,14,may,40,2,-1,0,unknown,no
34,management,married,tertiary,no,4831,yes,no,cellular,4,feb,265,1,-1,0,unknown,no
37,management,married,tertiary,no,0,yes,no,unknown,3,jun,247,13,-1,0,unknown,no
66,management,single,tertiary,no,6483,no,no,cellular,13,aug,275,1,-1,0,unknown,no
27,services,single,secondary,yes,-1,no,no,cellular,22,jul,60,2,-1,0,unknown,no
43,management,married,tertiary,no,348,no,yes,cellular,15,jul,88,3,-1,0,unknown,no
31,management,married,secondary,no,1368,yes,no,cellular,12,aug,129,4,-1,0,unknown,no
58,blue-collar,divorced,secondary,no,543,no,yes,telephone,17,jul,264,3,-1,0,unknown,no
44,management,married,secondary,no,2984,yes,no,unknown,15,may,770,2,-1,0,unknown,no
25,technician,married,tertiary,no,914,yes,no,cellular,12,may,185,2,-1,0,unknown,no
39,services,married,primary,no,1601,yes,no,unknown,23,may,201,2,-1,0,unknown,no
28,blue-collar,married,secondary,no,373,yes,no,cellular,14,may,10,9,344,1,failure,no
50,self-employed,married,tertiary,no,4012,no,no,cellular,19,nov,690,3,-1,0,unknown,no
34,blue-collar,married,secondary,no,1298,yes,no,unknown,20,may,120,1,-1,0,unknown,no
36,management,married,tertiary,no,-296,yes,no,cellular,14,may,113,3,-1,0,unknown,no
31,admin.,single,secondary,no,1588,yes,no,unknown,3,jun,14,1,-1,0,unknown,no
40,unemployed,married,secondary,no,0,yes,no,cellular,19,nov,332,1,183,1,failure,no
46,management,divorced,tertiary,no,-154,yes,yes,unknown,27,may,107,2,-1,0,unknown,no
36,blue-collar,divorced,primary,no,117,yes,no,unknown,2,jun,123,4,-1,0,unknown,no
33,management,married,unknown,no,18347,yes,no,unknown,23,may,415,1,-1,0,unknown,no
40,services,married,secondary,no,771,yes,no,cellular,15,may,173,4,-1,0,unknown,no
45,blue-collar,married,secondary,no,827,yes,no,unknown,15,may,319,5,-1,0,unknown,no
29,services,married,secondary,no,57,yes,no,telephone,21,jul,342,9,-1,0,unknown,no
32,services,single,secondary,no,406,yes,no,unknown,6,may,227,1,-1,0,unknown,no
29,admin.,single,secondary,no,1448,no,no,cellular,10,mar,217,1,184,7,other,no
32,management,married,tertiary,no,138,no,no,cellular,20,aug,94,4,-1,0,unknown,no
32,management,single,tertiary,no,347,yes,no,cellular,18,may,213,1,264,6,failure,no
41,blue-collar,married,primary,no,293,yes,yes,cellular,7,may,102,1,-1,0,unknown,no
43,blue-collar,married,unknown,yes,-715,yes,no,unknown,30,may,67,3,-1,0,unknown,no
35,technician,divorced,secondary,no,0,no,no,cellular,25,aug,124,4,-1,0,unknown,no
28,unemployed,single,secondary,no,16,no,no,cellular,12,aug,119,4,-1,0,unknown,no
49,technician,married,tertiary,no,1843,yes,no,cellular,25,may,269,1,-1,0,unknown,no
41,entrepreneur,married,unknown,no,89,yes,no,unknown,6,may,333,2,-1,0,unknown,no
38,entrepreneur,married,secondary,no,157,no,yes,cellular,15,may,57,11,366,1,other,no
41,blue-collar,married,secondary,no,780,yes,no,cellular,15,may,432,3,-1,0,unknown,no
56,services,married,secondary,no,83,no,no,cellular,27,aug,26,11,-1,0,unknown,no
30,admin.,married,secondary,no,124,no,no,telephone,16,jun,161,2,-1,0,unknown,no
31,entrepreneur,married,tertiary,no,5191,no,no,cellular,20,nov,187,2,-1,0,unknown,no
47,technician,married,tertiary,no,2408,no,no,cellular,12,aug,236,1,104,1,success,no
38,unemployed,married,primary,no,-363,no,no,unknown,12,jun,340,2,-1,0,unknown,no
33,admin.,single,secondary,no,894,no,no,cellular,5,feb,509,2,-1,0,unknown,no
42,technician,married,secondary,no,-1310,yes,yes,unknown,28,may,162,1,-1,0,unknown,no
40,admin.,married,secondary,no,0,yes,yes,cellular,17,nov,57,1,-1,0,unknown,no
30,student,single,secondary,no,0,yes,no,cellular,19,nov,661,1,-1,0,unknown,no
36,technician,married,tertiary,no,0,no,no,cellular,22,aug,147,2,-1,0,unknown,no
44,services,married,secondary,no,1989,yes,yes,cellular,20,apr,106,2,-1,0,unknown,no
57,retired,married,secondary,no,107,no,no,cellular,14,jul,85,2,-1,0,unknown,no
59,management,divorced,primary,no,133,yes,no,cellular,9,jul,206,1,-1,0,unknown,no
42,housemaid,married,primary,no,83,no,yes,cellular,7,aug,184,1,-1,0,unknown,no
45,blue-collar,married,primary,no,137,yes,yes,unknown,16,may,187,19,-1,0,unknown,no
54,blue-collar,divorced,primary,no,-182,no,no,cellular,9,jul,98,1,-1,0,unknown,no
37,self-employed,married,tertiary,no,0,no,no,unknown,6,jun,143,1,-1,0,unknown,no
54,services,married,secondary,no,812,no,no,cellular,31,jul,113,6,-1,0,unknown,no
48,services,single,primary,no,1499,yes,no,cellular,12,may,17,7,-1,0,unknown,no
40,services,married,secondary,no,17,no,no,cellular,4,jun,78,1,-1,0,unknown,no
53,technician,married,secondary,no,65,no,no,cellular,25,aug,41,2,-1,0,unknown,no
44,blue-collar,married,secondary,no,1910,yes,no,unknown,5,jun,41,1,-1,0,unknown,no
34,technician,single,tertiary,no,144,yes,yes,cellular,14,oct,104,1,85,19,failure,no
40,technician,married,secondary,no,694,yes,no,cellular,4,feb,97,4,196,5,failure,no
54,technician,divorced,secondary,no,1114,yes,no,cellular,30,jan,81,1,-1,0,unknown,no
69,retired,married,secondary,no,745,no,no,telephone,9,sep,595,1,-1,0,unknown,no
37,services,married,secondary,no,1,no,no,unknown,15,may,395,2,-1,0,unknown,no
36,services,married,secondary,no,-302,yes,no,cellular,13,may,36,2,-1,0,unknown,no
35,admin.,married,secondary,no,147,yes,yes,cellular,29,jan,41,1,184,7,failure,no
36,entrepreneur,married,tertiary,no,1169,yes,no,unknown,6,may,168,2,-1,0,unknown,no
32,technician,married,secondary,yes,4,yes,yes,cellular,25,aug,132,8,-1,0,unknown,no
23,technician,single,secondary,no,-306,yes,no,unknown,4,jun,217,2,-1,0,unknown,no
36,technician,married,tertiary,no,491,yes,no,unknown,8,may,103,3,-1,0,unknown,no
53,unknown,married,unknown,no,13,no,no,telephone,28,jan,69,1,-1,0,unknown,no
43,technician,divorced,secondary,no,167,no,no,cellular,4,aug,211,3,-1,0,unknown,no
28,technician,single,secondary,no,1532,no,no,cellular,22,may,253,1,107,5,failure,no
31,blue-collar,single,primary,no,-280,no,no,unknown,21,may,281,3,-1,0,unknown,no
30,blue-collar,single,secondary,no,6900,no,no,cellular,21,nov,816,1,-1,0,unknown,no
41,technician,married,secondary,no,0,no,yes,cellular,23,jul,107,1,-1,0,unknown,no
35,unknown,married,primary,no,634,no,no,cellular,7,jul,185,2,-1,0,unknown,no
34,management,married,tertiary,no,417,yes,no,cellular,18,nov,138,1,-1,0,unknown,no
25,services,single,secondary,no,-352,no,no,cellular,15,jul,246,1,-1,0,unknown,no
47,management,married,tertiary,no,3681,no,no,cellular,14,aug,101,2,-1,0,unknown,no
35,services,divorced,secondary,no,67,yes,no,cellular,5,may,192,2,-1,0,unknown,no
37,entrepreneur,single,secondary,no,654,no,no,unknown,19,may,594,2,-1,0,unknown,no
29,management,married,tertiary,no,361,yes,yes,cellular,28,jul,819,3,-1,0,unknown,no
42,admin.,married,secondary,no,3165,yes,no,unknown,16,jun,298,4,-1,0,unknown,no
43,unknown,single,unknown,no,181,no,no,telephone,28,jan,41,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,-182,yes,yes,cellular,14,may,10,10,-1,0,unknown,no
41,management,married,tertiary,no,72,yes,no,unknown,7,may,764,3,-1,0,unknown,no
32,admin.,single,tertiary,no,-59,no,yes,unknown,4,jul,192,1,-1,0,unknown,no
54,blue-collar,married,primary,no,4503,no,no,telephone,21,nov,168,3,-1,0,unknown,no
31,blue-collar,married,secondary,no,191,yes,no,unknown,2,jun,40,1,-1,0,unknown,no
32,blue-collar,married,primary,no,642,no,yes,cellular,8,jul,524,1,-1,0,unknown,no
38,management,single,tertiary,no,1373,no,no,cellular,22,oct,119,4,-1,0,unknown,no
35,services,married,secondary,no,128,yes,no,cellular,12,may,136,1,-1,0,unknown,no
36,admin.,married,secondary,no,470,yes,no,cellular,31,jul,101,4,-1,0,unknown,no
30,technician,single,secondary,no,4787,yes,no,cellular,18,nov,266,1,167,2,failure,no
51,blue-collar,married,primary,no,872,no,no,cellular,8,aug,82,2,-1,0,unknown,no
33,management,divorced,tertiary,no,0,yes,yes,cellular,19,aug,275,8,-1,0,unknown,no
46,management,single,tertiary,no,2154,yes,no,cellular,21,jul,87,4,-1,0,unknown,no
42,blue-collar,married,primary,no,1156,yes,no,telephone,20,apr,37,1,-1,0,unknown,no
30,management,single,tertiary,no,2,no,no,cellular,16,jun,102,1,85,1,failure,no
37,technician,single,tertiary,no,1661,no,no,cellular,19,aug,199,5,-1,0,unknown,no
38,blue-collar,married,secondary,no,5092,yes,no,unknown,17,jun,145,6,-1,0,unknown,no
47,housemaid,married,primary,no,201,yes,no,cellular,7,aug,58,2,382,1,failure,no
31,management,married,tertiary,no,13,no,no,cellular,28,aug,110,5,-1,0,unknown,no
51,technician,divorced,secondary,no,2323,yes,yes,cellular,18,aug,151,10,-1,0,unknown,no
58,retired,married,secondary,no,413,no,no,cellular,27,aug,104,5,-1,0,unknown,no
37,admin.,married,secondary,no,1314,yes,no,cellular,8,may,682,2,85,7,success,no
30,management,single,tertiary,no,2186,yes,no,unknown,3,jun,366,1,-1,0,unknown,no
46,blue-collar,married,primary,no,328,yes,no,unknown,21,may,526,8,-1,0,unknown,no
52,self-employed,married,secondary,no,9,no,yes,unknown,6,jun,44,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,179,yes,no,cellular,17,nov,96,1,-1,0,unknown,no
61,management,married,secondary,no,1471,no,no,cellular,12,aug,331,2,-1,0,unknown,no
56,blue-collar,married,secondary,no,2190,no,yes,cellular,30,jan,90,2,232,1,failure,no
42,management,married,primary,no,-679,yes,yes,cellular,6,may,159,1,343,2,failure,no
60,blue-collar,married,unknown,no,104,yes,no,unknown,5,may,22,1,-1,0,unknown,no
34,entrepreneur,married,tertiary,no,4343,no,no,unknown,9,jun,85,4,-1,0,unknown,no
37,blue-collar,married,primary,no,378,yes,no,unknown,9,may,514,1,-1,0,unknown,no
31,blue-collar,single,secondary,no,1882,no,no,cellular,7,may,529,2,-1,0,unknown,no
34,technician,married,secondary,no,1,yes,no,cellular,19,nov,108,1,-1,0,unknown,no
36,management,married,tertiary,no,27359,yes,no,unknown,3,jun,71,2,-1,0,unknown,no
37,management,married,tertiary,no,410,no,no,cellular,29,jan,337,2,-1,0,unknown,no
49,unknown,married,unknown,no,301,no,no,cellular,14,aug,789,2,-1,0,unknown,no
38,services,single,secondary,no,-196,yes,no,cellular,2,feb,60,1,271,1,failure,no
26,housemaid,married,tertiary,no,543,no,no,cellular,30,jan,169,3,-1,0,unknown,no
41,technician,married,tertiary,no,744,yes,no,unknown,14,may,125,1,-1,0,unknown,no
41,technician,divorced,secondary,no,0,yes,no,cellular,17,nov,386,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,67,yes,yes,unknown,8,may,672,3,-1,0,unknown,no
38,technician,single,secondary,no,173,no,no,cellular,29,aug,150,4,-1,0,unknown,no
35,technician,divorced,tertiary,no,4515,yes,no,cellular,19,nov,98,2,-1,0,unknown,no
35,technician,single,secondary,no,175,yes,no,cellular,29,jan,219,1,246,1,failure,no
33,blue-collar,married,primary,no,0,yes,no,unknown,15,may,270,1,-1,0,unknown,no
30,blue-collar,married,primary,no,1317,yes,no,unknown,21,may,395,2,-1,0,unknown,no
59,blue-collar,married,primary,no,179,yes,no,unknown,5,may,55,3,-1,0,unknown,no
31,technician,single,secondary,no,433,no,no,cellular,11,aug,1504,2,-1,0,unknown,no
41,blue-collar,married,primary,no,389,yes,no,unknown,16,jun,87,6,-1,0,unknown,no
55,admin.,married,primary,no,343,yes,no,cellular,14,jul,276,3,-1,0,unknown,no
35,technician,divorced,secondary,no,308,no,no,cellular,22,aug,77,2,-1,0,unknown,no
46,housemaid,single,tertiary,no,3232,no,no,telephone,15,jun,94,2,-1,0,unknown,no
53,retired,married,secondary,no,1278,yes,no,telephone,15,jul,174,3,-1,0,unknown,no
35,management,married,tertiary,no,8,yes,no,unknown,23,may,55,4,-1,0,unknown,no
34,management,single,tertiary,no,340,yes,no,unknown,3,jun,633,28,-1,0,unknown,no
58,retired,married,secondary,no,14412,no,no,cellular,18,nov,297,1,-1,0,unknown,no
53,management,divorced,primary,no,255,no,no,cellular,19,nov,126,1,-1,0,unknown,no
57,retired,married,secondary,yes,32,yes,no,cellular,15,may,476,3,-1,0,unknown,no
52,blue-collar,married,secondary,no,60,no,yes,cellular,26,aug,196,2,-1,0,unknown,no
34,management,married,tertiary,no,1116,yes,no,cellular,25,jul,53,5,-1,0,unknown,no
30,services,single,secondary,no,566,no,no,cellular,5,feb,110,1,-1,0,unknown,no
57,blue-collar,married,secondary,no,14093,no,no,cellular,11,aug,231,5,-1,0,unknown,no
41,management,married,tertiary,no,4824,no,yes,cellular,18,jul,168,7,-1,0,unknown,no
51,blue-collar,married,primary,no,3726,no,yes,cellular,27,aug,119,12,-1,0,unknown,no
36,services,married,secondary,no,472,yes,no,unknown,19,jun,1017,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,0,yes,no,cellular,8,may,264,2,-1,0,unknown,no
37,self-employed,married,tertiary,no,137,no,no,cellular,13,aug,244,6,-1,0,unknown,no
28,technician,single,secondary,no,618,yes,no,cellular,7,may,281,1,-1,0,unknown,no
54,retired,married,secondary,no,1139,yes,no,cellular,14,may,155,1,177,7,failure,no
49,blue-collar,married,primary,no,365,no,no,unknown,26,may,59,2,-1,0,unknown,no
58,services,married,primary,no,65,no,no,unknown,27,jun,162,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,1159,yes,yes,cellular,15,may,1181,9,-1,0,unknown,no
32,blue-collar,single,secondary,no,-84,yes,no,cellular,11,may,426,1,-1,0,unknown,no
57,housemaid,married,primary,no,0,no,no,unknown,9,jun,257,2,-1,0,unknown,no
52,technician,married,secondary,no,118,no,no,cellular,28,aug,16,20,-1,0,unknown,no
28,blue-collar,married,secondary,no,4287,no,no,cellular,30,apr,171,1,-1,0,unknown,no
40,self-employed,married,secondary,no,1516,yes,yes,unknown,23,may,373,1,-1,0,unknown,no
40,technician,married,secondary,no,697,no,no,cellular,24,jun,220,2,219,2,other,no
42,admin.,divorced,secondary,no,63,no,no,unknown,16,may,88,6,-1,0,unknown,no
30,blue-collar,married,primary,no,2581,no,no,unknown,12,may,221,2,-1,0,unknown,no
39,entrepreneur,married,secondary,no,0,no,no,cellular,21,nov,108,7,-1,0,unknown,no
51,self-employed,divorced,secondary,no,1291,yes,no,unknown,3,jun,51,2,-1,0,unknown,no
63,retired,married,secondary,no,2747,no,no,cellular,11,sep,113,1,80,1,failure,no
27,services,single,secondary,no,795,no,no,cellular,6,feb,101,3,-1,0,unknown,no
48,unknown,married,unknown,no,286,no,no,cellular,30,jul,166,2,-1,0,unknown,no
48,management,married,secondary,no,2294,yes,no,unknown,26,may,251,11,-1,0,unknown,no
37,services,divorced,secondary,no,532,yes,no,unknown,11,jun,199,1,-1,0,unknown,no
35,management,married,tertiary,no,552,yes,yes,cellular,19,nov,314,2,124,1,failure,no
57,management,married,tertiary,no,3250,no,no,cellular,20,aug,162,3,-1,0,unknown,no
30,admin.,married,tertiary,no,400,yes,no,cellular,7,may,223,1,-1,0,unknown,no
55,blue-collar,married,primary,no,1649,yes,no,cellular,12,may,52,3,-1,0,unknown,no
46,technician,married,secondary,no,410,no,yes,cellular,21,nov,162,5,-1,0,unknown,no
32,blue-collar,single,tertiary,no,3014,yes,no,cellular,7,may,291,2,-1,0,unknown,no
40,technician,single,tertiary,no,226,no,no,cellular,15,jan,176,2,-1,0,unknown,no
43,entrepreneur,married,secondary,no,59,no,no,unknown,13,may,437,2,-1,0,unknown,no
38,technician,single,tertiary,no,744,yes,no,cellular,14,may,283,1,288,12,other,no
26,technician,single,secondary,no,455,no,no,cellular,29,jan,240,1,182,8,other,no
50,management,married,secondary,no,732,no,no,cellular,7,apr,736,7,-1,0,unknown,no
42,management,divorced,tertiary,no,16,no,no,cellular,19,nov,140,3,-1,0,unknown,no
40,self-employed,married,tertiary,no,1603,no,no,unknown,17,jun,279,1,-1,0,unknown,no
55,technician,married,secondary,no,0,yes,no,unknown,30,may,119,2,-1,0,unknown,no
38,self-employed,single,secondary,no,1146,yes,no,unknown,21,may,91,2,-1,0,unknown,no
52,entrepreneur,married,secondary,no,0,no,no,cellular,7,aug,82,2,-1,0,unknown,no
20,student,single,secondary,no,502,no,no,cellular,30,apr,261,1,-1,0,unknown,yes
68,retired,divorced,secondary,no,4189,no,no,telephone,14,jul,897,2,-1,0,unknown,yes
