age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
43,entrepreneur,married,secondary,no,104,yes,no,cellular,18,jul,635,3,-1,0,unknown,yes
23,entrepreneur,single,primary,no,4,yes,no,unknown,13,may,395,2,-1,0,unknown,yes
29,management,married,tertiary,no,199,yes,yes,unknown,7,may,1689,4,-1,0,unknown,yes
34,management,married,tertiary,no,3301,yes,no,cellular,17,jun,485,2,227,4,failure,yes
24,student,single,secondary,no,822,no,no,cellular,27,oct,184,1,91,2,failure,yes
44,technician,married,secondary,no,2776,yes,no,cellular,27,jan,701,1,-1,0,unknown,yes
33,blue-collar,married,secondary,no,139,yes,yes,cellular,18,may,732,2,291,5,failure,yes
24,services,married,secondary,no,4500,yes,no,cellular,11,may,733,2,-1,0,unknown,yes
37,management,married,tertiary,no,238,no,no,cellular,3,feb,185,1,92,1,success,yes
41,management,married,tertiary,no,326,yes,no,cellular,5,may,788,1,-1,0,unknown,yes
35,admin.,single,secondary,no,0,yes,no,cellular,13,may,1073,1,-1,0,unknown,yes
32,blue-collar,married,secondary,no,1905,yes,no,cellular,16,jul,709,2,-1,0,unknown,yes
27,services,single,secondary,no,54,yes,no,unknown,28,may,543,2,-1,0,unknown,yes
30,management,married,tertiary,no,102,yes,no,cellular,5,apr,470,7,426,3,other,yes
37,technician,single,secondary,no,-242,yes,no,cellular,13,aug,1149,6,-1,0,unknown,yes
43,services,single,secondary,no,3403,yes,no,cellular,12,nov,707,2,97,2,success,yes
26,unemployed,single,secondary,no,622,no,no,cellular,28,jan,1451,2,-1,0,unknown,yes
35,services,married,secondary,no,152,yes,no,unknown,2,jun,563,1,-1,0,unknown,yes
41,blue-collar,single,secondary,yes,-386,no,yes,cellular,20,nov,477,1,-1,0,unknown,yes
44,management,single,tertiary,no,5063,no,no,cellular,27,oct,418,2,-1,0,unknown,yes
42,unemployed,married,secondary,no,1289,no,no,cellular,15,jul,250,4,415,2,failure,yes
73,retired,married,primary,no,796,no,no,cellular,23,oct,427,1,182,2,failure,yes
51,technician,married,secondary,no,117,no,no,cellular,24,aug,467,2,88,4,other,yes
35,management,married,secondary,no,724,yes,no,cellular,14,jul,287,2,415,1,failure,yes
36,management,married,tertiary,no,925,no,no,cellular,14,dec,321,3,189,4,success,yes
23,technician,single,tertiary,no,1129,yes,no,unknown,28,may,806,1,-1,0,unknown,yes
22,student,single,secondary,no,2488,no,no,cellular,8,nov,449,2,38,10,other,yes
53,unknown,married,primary,no,732,no,no,cellular,27,oct,759,2,-1,0,unknown,yes
35,admin.,divorced,secondary,no,3636,no,yes,cellular,21,nov,808,2,-1,0,unknown,yes
50,unknown,married,unknown,no,558,no,no,cellular,9,jul,464,1,683,6,failure,yes
37,management,married,tertiary,no,5355,no,no,telephone,17,feb,466,4,-1,0,unknown,yes
53,housemaid,married,primary,no,104,no,yes,unknown,5,jun,701,1,-1,0,unknown,yes
44,technician,divorced,secondary,no,14,no,no,cellular,13,nov,167,1,92,1,success,yes
31,management,married,tertiary,no,4148,yes,no,cellular,21,nov,316,3,99,9,other,yes
33,management,married,tertiary,no,1064,yes,no,cellular,13,may,562,1,-1,0,unknown,yes
34,admin.,divorced,secondary,no,479,yes,no,cellular,12,may,515,1,350,5,failure,yes
61,retired,married,secondary,no,2917,no,no,cellular,6,oct,215,1,-1,0,unknown,yes
52,technician,married,tertiary,no,2557,no,no,cellular,28,jan,134,5,204,2,success,yes
49,services,married,secondary,no,823,no,no,cellular,8,aug,780,4,-1,0,unknown,yes
50,management,single,tertiary,no,1200,no,no,cellular,14,aug,904,3,-1,0,unknown,yes
36,management,married,tertiary,no,9,no,no,cellular,11,aug,386,4,-1,0,unknown,yes
45,blue-collar,single,secondary,no,0,yes,no,cellular,26,apr,1472,1,192,4,failure,yes
36,management,married,tertiary,no,1133,yes,no,cellular,4,aug,293,1,181,2,other,yes
42,technician,married,secondary,no,4945,yes,no,cellular,2,mar,311,2,-1,0,unknown,yes
27,student,single,tertiary,no,3733,yes,no,cellular,22,may,198,1,98,6,success,yes
31,management,married,tertiary,no,325,yes,no,cellular,18,jul,1139,2,-1,0,unknown,yes
29,management,single,tertiary,no,437,no,no,cellular,5,aug,504,1,92,1,success,yes
45,admin.,divorced,secondary,no,0,no,no,cellular,29,oct,264,1,-1,0,unknown,yes
55,management,divorced,tertiary,no,9756,yes,no,cellular,5,jun,103,2,95,1,other,yes
25,management,single,tertiary,no,2506,no,no,cellular,17,feb,485,1,-1,0,unknown,yes
41,blue-collar,single,secondary,no,75,yes,no,unknown,1,jul,479,9,-1,0,unknown,yes
29,technician,single,tertiary,no,2325,no,no,cellular,2,feb,125,1,-1,0,unknown,yes
32,technician,single,secondary,no,230,yes,no,cellular,18,may,442,1,266,8,failure,yes
53,blue-collar,married,secondary,no,25,no,no,cellular,22,aug,528,2,-1,0,unknown,yes
47,technician,married,secondary,no,1219,no,no,cellular,18,aug,697,4,-1,0,unknown,yes
40,blue-collar,married,secondary,no,-839,yes,yes,cellular,16,jul,1018,2,-1,0,unknown,yes
61,management,married,secondary,no,985,no,no,cellular,18,aug,998,6,-1,0,unknown,yes
35,management,divorced,tertiary,no,0,yes,no,telephone,29,oct,171,1,-1,0,unknown,yes
19,student,single,secondary,no,302,no,no,cellular,16,jul,205,1,-1,0,unknown,yes
46,technician,divorced,secondary,no,-90,no,yes,telephone,17,oct,270,1,-1,0,unknown,yes
38,entrepreneur,married,tertiary,no,170,yes,no,cellular,18,may,442,1,-1,0,unknown,yes
37,technician,single,secondary,no,3665,no,no,cellular,12,aug,664,3,-1,0,unknown,yes
39,management,married,tertiary,no,763,yes,no,cellular,11,may,877,7,300,2,other,yes
49,services,married,secondary,no,320,no,no,telephone,9,feb,1971,4,-1,0,unknown,yes
43,blue-collar,married,secondary,no,699,yes,yes,cellular,20,nov,1258,2,122,2,other,yes
44,management,married,tertiary,no,1058,no,no,cellular,11,mar,188,3,-1,0,unknown,yes
38,technician,married,secondary,no,6728,no,no,cellular,25,nov,232,1,96,4,success,yes
32,technician,single,tertiary,no,1625,no,no,cellular,22,may,796,1,109,1,failure,yes
51,housemaid,divorced,secondary,no,9228,no,no,cellular,18,jul,655,4,-1,0,unknown,yes
32,management,married,tertiary,no,2431,yes,no,cellular,14,may,646,5,-1,0,unknown,yes
35,technician,single,tertiary,no,470,yes,no,cellular,25,jul,743,13,-1,0,unknown,yes
32,management,single,tertiary,no,0,no,no,cellular,5,feb,550,4,-1,0,unknown,yes
34,housemaid,married,secondary,no,0,yes,no,unknown,30,oct,154,1,-1,0,unknown,yes
56,retired,divorced,primary,no,694,no,no,cellular,29,jan,144,1,102,1,other,yes
41,technician,single,tertiary,no,1646,yes,no,cellular,4,feb,261,1,184,6,success,yes
49,blue-collar,married,secondary,no,2039,yes,no,cellular,6,may,451,1,169,2,failure,yes
61,technician,married,secondary,no,1191,no,no,cellular,21,may,214,4,-1,0,unknown,yes
45,management,married,tertiary,no,242,no,no,cellular,30,apr,587,1,-1,0,unknown,yes
36,management,single,secondary,no,1511,yes,no,cellular,16,nov,270,1,-1,0,unknown,yes
22,student,single,tertiary,no,691,no,no,cellular,19,aug,338,1,-1,0,unknown,yes
71,retired,married,tertiary,no,14220,yes,no,cellular,9,sep,397,1,-1,0,unknown,yes
31,management,single,tertiary,no,12569,no,no,cellular,9,sep,344,1,295,1,failure,yes
56,admin.,married,secondary,no,45,no,no,unknown,5,may,1467,1,-1,0,unknown,yes
46,admin.,married,secondary,no,556,yes,yes,unknown,15,may,646,3,-1,0,unknown,yes
55,retired,divorced,secondary,no,1580,no,yes,unknown,19,jun,1007,1,-1,0,unknown,yes
34,technician,single,secondary,no,16,no,no,cellular,13,aug,990,1,-1,0,unknown,yes
38,entrepreneur,single,secondary,no,2543,no,no,cellular,10,aug,223,1,414,4,failure,yes
60,admin.,married,secondary,no,3735,no,no,cellular,22,dec,190,1,188,9,success,yes
51,self-employed,married,unknown,no,2094,no,no,cellular,8,jun,458,6,-1,0,unknown,yes
49,technician,married,tertiary,no,523,yes,no,cellular,3,mar,152,2,-1,0,unknown,yes
40,management,married,tertiary,no,0,no,no,cellular,10,nov,147,1,96,8,success,yes
39,blue-collar,married,primary,no,2303,yes,no,unknown,17,jun,775,3,-1,0,unknown,yes
50,technician,divorced,secondary,no,-54,yes,yes,cellular,13,may,698,2,292,1,failure,yes
73,retired,married,primary,no,279,no,no,cellular,28,jan,399,3,-1,0,unknown,yes
34,admin.,married,secondary,no,2374,yes,no,cellular,9,nov,161,1,209,2,failure,yes
43,management,single,tertiary,no,1696,yes,no,cellular,26,aug,257,1,474,3,failure,yes
67,retired,married,tertiary,no,701,no,no,cellular,6,aug,254,2,-1,0,unknown,yes
33,services,married,secondary,no,478,no,no,cellular,30,apr,475,2,-1,0,unknown,yes
31,technician,single,secondary,no,2544,no,no,cellular,15,jul,252,1,184,3,success,yes
30,blue-collar,single,secondary,no,2145,yes,no,cellular,18,may,727,2,-1,0,unknown,yes
47,services,married,secondary,no,405,no,yes,cellular,8,aug,994,2,-1,0,unknown,yes
48,management,married,tertiary,no,1808,yes,no,cellular,26,feb,245,1,-1,0,unknown,yes
32,admin.,single,secondary,no,678,yes,no,cellular,4,feb,1579,1,246,4,failure,yes
27,management,married,tertiary,no,802,no,no,cellular,22,sep,569,1,-1,0,unknown,yes
24,technician,married,secondary,no,556,yes,no,cellular,18,aug,460,2,-1,0,unknown,yes
28,admin.,single,secondary,no,4745,no,no,telephone,12,may,360,1,181,5,success,yes
34,management,single,tertiary,no,5086,no,no,cellular,25,may,213,4,-1,0,unknown,yes
63,retired,married,secondary,no,474,no,no,cellular,25,jan,423,1,-1,0,unknown,yes
79,retired,married,primary,no,8556,no,no,telephone,18,jan,326,2,272,2,success,yes
72,retired,married,primary,no,763,no,no,cellular,24,apr,384,2,-1,0,unknown,yes
55,management,married,tertiary,no,-375,no,no,cellular,30,jul,814,2,-1,0,unknown,yes
41,management,married,primary,no,5310,yes,no,cellular,17,nov,984,1,-1,0,unknown,yes
52,blue-collar,married,secondary,no,2087,yes,no,cellular,31,aug,267,1,474,1,failure,yes
59,retired,divorced,secondary,no,1026,no,no,unknown,5,nov,669,1,-1,0,unknown,yes
54,technician,married,tertiary,no,876,no,no,cellular,27,oct,269,3,541,3,success,yes
36,management,married,tertiary,no,495,no,no,cellular,12,mar,213,3,182,6,success,yes
36,blue-collar,married,secondary,no,4438,yes,no,unknown,20,may,446,1,-1,0,unknown,yes
28,self-employed,single,tertiary,no,442,no,no,cellular,19,jun,474,3,95,3,other,yes
60,services,married,tertiary,no,4256,yes,no,cellular,16,aug,239,3,761,1,other,yes
64,retired,married,tertiary,no,846,no,no,cellular,11,feb,671,1,181,3,failure,yes
40,blue-collar,single,secondary,no,3,no,no,cellular,19,nov,998,1,-1,0,unknown,yes
87,retired,married,primary,no,230,no,no,cellular,30,oct,144,1,-1,0,unknown,yes
33,admin.,married,tertiary,no,79,yes,no,cellular,22,oct,249,2,335,2,failure,yes
25,management,single,tertiary,no,808,no,no,cellular,18,sep,267,2,114,2,failure,yes
35,blue-collar,divorced,primary,no,1792,yes,no,cellular,31,jul,630,6,-1,0,unknown,yes
53,management,married,unknown,no,2240,yes,no,cellular,2,jun,282,2,385,1,success,yes
33,admin.,married,secondary,no,0,yes,no,telephone,17,jul,1448,7,-1,0,unknown,yes
53,admin.,married,secondary,no,459,no,no,cellular,5,apr,558,1,-1,0,unknown,yes
79,retired,married,primary,no,429,no,no,telephone,8,jul,1006,2,-1,0,unknown,yes
27,admin.,married,secondary,no,897,no,no,cellular,5,jun,397,1,-1,0,unknown,yes
38,unknown,single,tertiary,no,0,no,no,cellular,11,sep,260,3,95,3,success,yes
46,services,married,secondary,no,4,no,no,cellular,30,apr,268,1,261,5,other,yes
33,self-employed,single,tertiary,no,61,no,no,cellular,19,aug,836,3,-1,0,unknown,yes
39,self-employed,married,tertiary,no,1047,no,no,unknown,6,jun,554,1,-1,0,unknown,yes
55,technician,married,secondary,yes,-308,no,no,cellular,2,feb,781,1,-1,0,unknown,yes
28,student,single,secondary,no,153,no,no,cellular,23,jul,1124,2,-1,0,unknown,yes
71,retired,married,secondary,no,2850,no,no,cellular,17,feb,185,1,-1,0,unknown,yes
47,management,married,tertiary,no,2306,no,no,telephone,6,aug,239,4,-1,0,unknown,yes
58,services,divorced,secondary,no,462,no,no,cellular,13,nov,495,1,93,1,success,yes
32,management,divorced,tertiary,no,883,yes,no,cellular,10,dec,798,1,185,5,other,yes
43,technician,married,secondary,no,136,no,no,cellular,25,aug,363,7,-1,0,unknown,yes
33,services,divorced,secondary,no,2411,yes,no,cellular,23,oct,130,1,161,1,failure,yes
30,unemployed,single,tertiary,no,302,no,no,cellular,11,feb,528,3,-1,0,unknown,yes
58,retired,married,primary,no,565,no,no,telephone,7,jul,876,1,-1,0,unknown,yes
68,retired,married,secondary,no,19317,yes,no,cellular,4,aug,249,1,-1,0,unknown,yes
49,technician,married,tertiary,no,3726,no,no,cellular,5,aug,875,2,-1,0,unknown,yes
61,self-employed,divorced,tertiary,no,6610,no,no,cellular,24,feb,481,2,-1,0,unknown,yes
43,blue-collar,married,secondary,no,2160,no,no,cellular,8,sep,261,1,98,1,success,yes
38,management,married,unknown,no,3576,no,no,cellular,25,nov,349,2,183,1,success,yes
52,management,single,tertiary,no,83,no,no,cellular,26,aug,1223,6,-1,0,unknown,yes
29,admin.,single,secondary,no,1070,yes,no,unknown,19,may,30,1,357,1,other,yes
29,services,divorced,secondary,no,84,yes,no,cellular,13,apr,1101,2,-1,0,unknown,yes
26,services,single,secondary,no,1347,no,no,telephone,18,jun,280,6,92,5,other,yes
32,services,married,secondary,no,38,yes,no,cellular,15,may,744,1,-1,0,unknown,yes
36,entrepreneur,married,tertiary,no,3057,no,no,unknown,16,jun,2769,4,-1,0,unknown,yes
30,blue-collar,single,secondary,yes,239,yes,no,unknown,21,may,412,1,-1,0,unknown,yes
30,admin.,single,tertiary,no,305,no,no,cellular,30,apr,633,1,85,2,success,yes
80,housemaid,married,primary,no,0,no,no,cellular,23,feb,639,1,189,1,failure,yes
31,management,married,tertiary,no,1331,no,no,cellular,30,apr,297,1,86,3,success,yes
32,services,single,secondary,no,152,yes,no,cellular,25,may,158,2,-1,0,unknown,yes
43,technician,married,secondary,no,3285,yes,no,unknown,13,may,1721,2,-1,0,unknown,yes
34,technician,divorced,tertiary,no,674,yes,no,cellular,7,aug,587,2,-1,0,unknown,yes
27,services,married,secondary,no,0,yes,no,cellular,22,jul,1608,13,-1,0,unknown,yes
36,blue-collar,divorced,primary,no,-308,yes,no,cellular,12,may,725,1,-1,0,unknown,yes
42,admin.,single,secondary,no,-247,yes,yes,telephone,21,oct,519,1,166,1,other,yes
36,management,single,tertiary,no,2944,no,no,cellular,18,aug,882,8,-1,0,unknown,yes
55,technician,divorced,secondary,no,3450,no,no,cellular,10,feb,169,1,183,1,failure,yes
61,management,married,tertiary,no,997,no,no,cellular,10,mar,106,1,-1,0,unknown,yes
35,management,married,tertiary,no,8,no,no,cellular,23,apr,93,3,-1,0,unknown,yes
26,management,single,tertiary,no,170,no,no,cellular,15,jun,129,1,-1,0,unknown,yes
74,retired,married,secondary,no,921,no,no,telephone,17,apr,394,2,-1,0,unknown,yes
47,management,married,tertiary,no,0,no,no,cellular,27,oct,508,1,-1,0,unknown,yes
66,retired,married,primary,no,206,no,no,cellular,9,feb,479,1,-1,0,unknown,yes
33,admin.,married,secondary,no,95,yes,no,cellular,30,apr,335,1,-1,0,unknown,yes
53,services,divorced,secondary,no,765,yes,no,cellular,14,may,959,3,174,7,other,yes
46,technician,divorced,secondary,no,-824,yes,no,cellular,7,aug,429,3,-1,0,unknown,yes
29,housemaid,single,tertiary,no,19,no,no,cellular,5,feb,110,2,64,2,success,yes
50,unknown,married,primary,no,341,yes,yes,cellular,20,apr,670,4,340,2,success,yes
39,admin.,married,secondary,no,607,yes,no,cellular,12,may,454,2,364,3,failure,yes
54,technician,married,secondary,no,-315,no,yes,cellular,10,jul,2029,1,-1,0,unknown,yes
26,student,single,tertiary,no,294,no,no,cellular,5,mar,87,1,91,2,success,yes
44,technician,single,secondary,no,1679,no,no,telephone,20,oct,718,1,-1,0,unknown,yes
47,management,single,tertiary,no,4402,no,no,telephone,10,dec,805,1,190,1,other,yes
31,services,divorced,primary,no,459,yes,no,cellular,7,may,623,1,293,1,success,yes
36,blue-collar,married,primary,no,1177,no,no,cellular,15,apr,330,1,311,4,success,yes
42,management,married,tertiary,no,2187,yes,no,cellular,17,nov,525,3,-1,0,unknown,yes
30,technician,married,tertiary,no,569,no,no,cellular,27,aug,976,12,-1,0,unknown,yes
36,technician,single,secondary,yes,12,no,no,cellular,12,aug,587,2,-1,0,unknown,yes
51,retired,divorced,secondary,no,1679,no,no,cellular,12,aug,417,1,365,9,other,yes
47,admin.,married,secondary,no,3676,no,no,cellular,18,oct,567,1,95,3,success,yes
25,management,married,tertiary,no,-242,yes,yes,cellular,18,may,600,4,332,4,other,yes
34,management,married,tertiary,no,3050,yes,no,cellular,13,may,469,1,-1,0,unknown,yes
49,management,married,primary,no,3371,no,no,cellular,11,nov,269,2,-1,0,unknown,yes
44,self-employed,single,tertiary,no,2734,yes,no,cellular,12,may,897,4,-1,0,unknown,yes
34,admin.,single,tertiary,no,18,yes,yes,cellular,30,apr,359,1,-1,0,unknown,yes
66,retired,married,tertiary,no,1948,no,no,cellular,28,jan,216,1,91,4,success,yes
37,blue-collar,divorced,secondary,no,0,yes,no,cellular,21,apr,146,4,-1,0,unknown,yes
38,housemaid,divorced,secondary,no,70,no,no,cellular,27,oct,255,3,148,1,success,yes
46,blue-collar,married,unknown,no,9328,yes,no,cellular,5,may,725,3,-1,0,unknown,yes
52,admin.,single,unknown,no,2227,no,no,cellular,24,feb,242,2,-1,0,unknown,yes
53,entrepreneur,married,primary,no,27,yes,no,telephone,10,sep,230,3,-1,0,unknown,yes
28,blue-collar,married,secondary,no,2788,yes,no,unknown,6,jun,369,2,-1,0,unknown,yes
32,blue-collar,married,secondary,yes,-53,yes,no,cellular,16,apr,648,1,272,1,other,yes
30,management,married,tertiary,no,944,no,no,cellular,29,oct,251,2,-1,0,unknown,yes
69,retired,single,tertiary,no,2144,no,no,cellular,29,jul,417,1,184,4,success,yes
84,retired,divorced,primary,no,639,no,no,telephone,18,may,353,3,-1,0,unknown,yes
25,student,single,secondary,no,8,no,no,cellular,22,apr,107,2,-1,0,unknown,yes
47,blue-collar,divorced,primary,no,126,yes,no,unknown,3,jun,2456,2,-1,0,unknown,yes
50,self-employed,divorced,tertiary,no,13,yes,no,cellular,20,apr,76,1,-1,0,unknown,yes
30,technician,married,secondary,no,-393,yes,yes,cellular,16,jul,435,1,-1,0,unknown,yes
55,entrepreneur,divorced,secondary,no,538,yes,no,cellular,7,aug,353,2,-1,0,unknown,yes
53,unemployed,married,secondary,no,94,no,no,cellular,10,aug,493,1,181,14,success,yes
57,retired,married,secondary,no,1044,no,no,telephone,11,jan,585,1,192,2,success,yes
32,blue-collar,married,primary,no,415,yes,no,unknown,2,jun,777,4,-1,0,unknown,yes
32,services,single,secondary,no,133,no,no,cellular,15,apr,171,1,-1,0,unknown,yes
48,blue-collar,married,secondary,no,480,yes,no,cellular,15,may,830,1,352,2,failure,yes
34,management,married,tertiary,no,606,no,no,cellular,20,apr,97,1,-1,0,unknown,yes
27,blue-collar,single,secondary,no,3792,no,no,cellular,22,apr,279,2,-1,0,unknown,yes
30,technician,single,secondary,no,-522,yes,yes,cellular,5,may,670,2,286,6,failure,yes
37,unemployed,married,secondary,no,1978,no,no,cellular,9,sep,404,1,182,1,success,yes
38,unemployed,married,tertiary,no,2812,yes,no,cellular,30,apr,830,1,-1,0,unknown,yes
33,blue-collar,single,secondary,no,-416,yes,no,unknown,16,may,767,2,-1,0,unknown,yes
69,retired,married,unknown,no,426,no,no,telephone,9,mar,225,1,90,1,success,yes
65,unknown,married,unknown,no,4717,no,no,telephone,6,aug,256,1,-1,0,unknown,yes
62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,oct,216,1,183,4,success,yes
39,services,divorced,secondary,no,687,yes,no,cellular,9,jul,869,1,-1,0,unknown,yes
38,technician,single,secondary,no,-242,yes,no,cellular,18,may,1173,3,278,6,success,yes
31,blue-collar,married,secondary,no,92,yes,no,unknown,16,may,688,1,-1,0,unknown,yes
33,technician,single,secondary,no,2085,no,no,cellular,9,feb,501,2,-1,0,unknown,yes
36,technician,single,tertiary,no,197,no,no,cellular,30,apr,260,1,-1,0,unknown,yes
32,management,single,tertiary,no,2,yes,no,cellular,11,sep,100,2,-1,0,unknown,yes
34,housemaid,married,primary,no,2929,no,no,cellular,14,aug,518,2,-1,0,unknown,yes
59,technician,married,secondary,no,2308,no,no,cellular,30,apr,815,1,87,1,other,yes
25,student,married,tertiary,no,10,yes,no,cellular,21,jul,857,4,-1,0,unknown,yes
53,management,married,tertiary,no,15,no,no,cellular,20,aug,921,2,-1,0,unknown,yes
52,management,married,secondary,no,335,no,no,cellular,21,oct,411,1,182,1,failure,yes
34,admin.,divorced,secondary,no,-251,no,no,cellular,18,jul,641,1,-1,0,unknown,yes
59,retired,married,primary,no,0,no,no,cellular,5,jun,493,2,-1,0,unknown,yes
49,admin.,married,secondary,no,3608,yes,no,unknown,13,nov,231,1,-1,0,unknown,yes
73,retired,married,unknown,no,519,no,no,telephone,16,oct,434,1,57,1,failure,yes
50,blue-collar,married,unknown,no,2284,yes,no,telephone,31,jul,1088,17,-1,0,unknown,yes
29,blue-collar,single,secondary,no,-20,no,yes,cellular,21,jul,574,1,-1,0,unknown,yes
63,retired,divorced,secondary,no,1490,no,no,cellular,8,jun,506,1,-1,0,unknown,yes
59,retired,married,secondary,no,0,no,no,unknown,5,jun,812,1,-1,0,unknown,yes
83,retired,divorced,primary,no,1097,no,no,telephone,5,mar,181,1,-1,0,unknown,yes
50,unemployed,married,secondary,no,3357,no,no,cellular,9,jun,239,4,-1,0,unknown,yes
41,entrepreneur,married,primary,no,39,yes,no,cellular,21,nov,549,2,-1,0,unknown,yes
45,admin.,divorced,secondary,no,59,yes,no,cellular,24,jul,873,8,-1,0,unknown,yes
32,blue-collar,single,secondary,no,811,yes,no,cellular,14,may,563,1,-1,0,unknown,yes
45,management,single,tertiary,no,2048,yes,no,cellular,18,oct,310,1,804,1,failure,yes
40,management,married,tertiary,no,-17,yes,yes,cellular,11,may,474,1,256,1,success,yes
49,blue-collar,single,primary,no,2146,yes,no,cellular,7,may,1516,2,353,2,other,yes
29,management,single,tertiary,no,572,no,no,cellular,16,dec,314,1,195,1,success,yes
38,management,single,tertiary,no,623,no,no,cellular,28,jun,297,4,144,4,other,yes
38,management,married,tertiary,no,3436,no,no,cellular,21,nov,663,4,-1,0,unknown,yes
26,technician,single,secondary,no,668,yes,no,unknown,28,may,576,3,-1,0,unknown,yes
60,self-employed,married,primary,no,362,no,yes,cellular,29,jul,816,6,-1,0,unknown,yes
42,blue-collar,single,secondary,no,1080,yes,yes,cellular,13,may,951,3,370,4,failure,yes
32,admin.,single,secondary,no,620,yes,no,unknown,26,may,1234,3,-1,0,unknown,yes
46,blue-collar,married,secondary,no,668,yes,no,unknown,15,may,1263,2,-1,0,unknown,yes
